OA22CD,DZ22CD,DZ22NM,IZ22CD,IZ22NM,LAD24CD,LAD24NM
S00169956,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169980,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169911,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169939,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169926,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169983,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00169974,S01018702,Cleland - 02,S02003467,Cleland,S12000050,North Lanarkshire
S00170008,S01018703,Cleland - 03,S02003467,Cleland,S12000050,North Lanarkshire
S00169976,S01018703,Cleland - 03,S02003467,Cleland,S12000050,North Lanarkshire
S00169991,S01018703,Cleland - 03,S02003467,Cleland,S12000050,North Lanarkshire
S00169970,S01018703,Cleland - 03,S02003467,Cleland,S12000050,North Lanarkshire
S00169997,S01018703,Cleland - 03,S02003467,Cleland,S12000050,North Lanarkshire
S00170041,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00170018,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00170025,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00170003,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00170009,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00170020,S01018704,Cleland - 04,S02003467,Cleland,S12000050,North Lanarkshire
S00169478,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169380,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170036,S01018706,Dalziel and Hartwood - 02,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170044,S01018706,Dalziel and Hartwood - 02,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170015,S01018706,Dalziel and Hartwood - 02,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169988,S01018707,Dalziel and Hartwood - 03,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170002,S01018707,Dalziel and Hartwood - 03,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169944,S01018707,Dalziel and Hartwood - 03,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169992,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169972,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169981,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169977,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170007,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170010,S01018708,Dalziel and Hartwood - 04,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170064,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170058,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170070,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170057,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170037,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00170038,S01018709,Dalziel and Hartwood - 05,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169808,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169505,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169570,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169873,S01018705,Dalziel and Hartwood - 01,S02003468,Dalziel and Hartwood,S12000050,North Lanarkshire
S00169679,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169724,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169713,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169666,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169683,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169703,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169493,S01018710,Newarthill - 01,S02003469,Newarthill,S12000050,North Lanarkshire
S00169829,S01018711,Newarthill - 02,S02003469,Newarthill,S12000050,North Lanarkshire
S00169827,S01018711,Newarthill - 02,S02003469,Newarthill,S12000050,North Lanarkshire
S00169790,S01018711,Newarthill - 02,S02003469,Newarthill,S12000050,North Lanarkshire
S00169775,S01018711,Newarthill - 02,S02003469,Newarthill,S12000050,North Lanarkshire
S00169776,S01018711,Newarthill - 02,S02003469,Newarthill,S12000050,North Lanarkshire
S00169761,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169766,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169712,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169726,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169743,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169731,S01018712,Newarthill - 03,S02003469,Newarthill,S12000050,North Lanarkshire
S00169849,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169848,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169815,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169769,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169774,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169830,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169836,S01018713,Newarthill - 04,S02003469,Newarthill,S12000050,North Lanarkshire
S00169864,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169828,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169792,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169768,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169777,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169807,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169794,S01018714,Carfin North - 01,S02003470,Carfin North,S12000050,North Lanarkshire
S00169720,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169756,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169738,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169716,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169741,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169750,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169782,S01018715,Carfin North - 02,S02003470,Carfin North,S12000050,North Lanarkshire
S00169810,S01018716,Carfin North - 03,S02003470,Carfin North,S12000050,North Lanarkshire
S00169846,S01018716,Carfin North - 03,S02003470,Carfin North,S12000050,North Lanarkshire
S00169825,S01018716,Carfin North - 03,S02003470,Carfin North,S12000050,North Lanarkshire
S00169785,S01018716,Carfin North - 03,S02003470,Carfin North,S12000050,North Lanarkshire
S00169877,S01018717,Carfin North - 04,S02003470,Carfin North,S12000050,North Lanarkshire
S00169899,S01018717,Carfin North - 04,S02003470,Carfin North,S12000050,North Lanarkshire
S00169892,S01018717,Carfin North - 04,S02003470,Carfin North,S12000050,North Lanarkshire
S00169852,S01018717,Carfin North - 04,S02003470,Carfin North,S12000050,North Lanarkshire
S00169783,S01018717,Carfin North - 04,S02003470,Carfin North,S12000050,North Lanarkshire
S00169903,S01018718,Carfin North - 05,S02003470,Carfin North,S12000050,North Lanarkshire
S00169895,S01018718,Carfin North - 05,S02003470,Carfin North,S12000050,North Lanarkshire
S00169889,S01018718,Carfin North - 05,S02003470,Carfin North,S12000050,North Lanarkshire
S00169876,S01018718,Carfin North - 05,S02003470,Carfin North,S12000050,North Lanarkshire
S00169920,S01018719,Carfin North - 06,S02003470,Carfin North,S12000050,North Lanarkshire
S00169916,S01018719,Carfin North - 06,S02003470,Carfin North,S12000050,North Lanarkshire
S00169917,S01018719,Carfin North - 06,S02003470,Carfin North,S12000050,North Lanarkshire
S00169918,S01018719,Carfin North - 06,S02003470,Carfin North,S12000050,North Lanarkshire
S00169933,S01018719,Carfin North - 06,S02003470,Carfin North,S12000050,North Lanarkshire
S00169818,S01018720,Clydesdale and New Stevenston - 01,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169709,S01018720,Clydesdale and New Stevenston - 01,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169798,S01018720,Clydesdale and New Stevenston - 01,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169787,S01018720,Clydesdale and New Stevenston - 01,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169732,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169759,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169705,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169763,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169744,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169733,S01018721,Clydesdale and New Stevenston - 02,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169913,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169904,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169833,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169789,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169793,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169835,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169851,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169865,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169887,S01018722,Clydesdale and New Stevenston - 03,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169642,S01018723,Clydesdale and New Stevenston - 04,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169663,S01018723,Clydesdale and New Stevenston - 04,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169675,S01018723,Clydesdale and New Stevenston - 04,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169821,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169805,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169771,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169740,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169764,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169734,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169681,S01018724,Clydesdale and New Stevenston - 05,S02003471,Clydesdale and New Stevenston,S12000050,North Lanarkshire
S00169890,S01018725,Carfin and Cleekhimin - 01,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169907,S01018725,Carfin and Cleekhimin - 01,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169885,S01018725,Carfin and Cleekhimin - 01,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169898,S01018725,Carfin and Cleekhimin - 01,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169868,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169884,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169854,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169853,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169844,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169819,S01018726,Carfin and Cleekhimin - 02,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169951,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169936,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169934,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169924,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169922,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169910,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169882,S01018727,Carfin and Cleekhimin - 03,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169947,S01018728,Carfin and Cleekhimin - 04,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169935,S01018728,Carfin and Cleekhimin - 04,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169948,S01018728,Carfin and Cleekhimin - 04,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169965,S01018728,Carfin and Cleekhimin - 04,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169957,S01018728,Carfin and Cleekhimin - 04,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169932,S01018729,Carfin and Cleekhimin - 05,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169915,S01018729,Carfin and Cleekhimin - 05,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169946,S01018729,Carfin and Cleekhimin - 05,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169928,S01018729,Carfin and Cleekhimin - 05,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169931,S01018729,Carfin and Cleekhimin - 05,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169973,S01018730,Carfin and Cleekhimin - 06,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169975,S01018730,Carfin and Cleekhimin - 06,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169994,S01018730,Carfin and Cleekhimin - 06,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00170000,S01018730,Carfin and Cleekhimin - 06,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169962,S01018730,Carfin and Cleekhimin - 06,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169982,S01018731,Carfin and Cleekhimin - 07,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169971,S01018731,Carfin and Cleekhimin - 07,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00170014,S01018731,Carfin and Cleekhimin - 07,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169993,S01018731,Carfin and Cleekhimin - 07,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169938,S01018732,Carfin and Cleekhimin - 08,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169937,S01018732,Carfin and Cleekhimin - 08,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169959,S01018732,Carfin and Cleekhimin - 08,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00169950,S01018732,Carfin and Cleekhimin - 08,S02003472,Carfin and Cleekhimin,S12000050,North Lanarkshire
S00170082,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170067,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170072,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170077,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170032,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170061,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00169943,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170052,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170043,S01018733,Motherwell South - 01,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170102,S01018734,Motherwell South - 02,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170085,S01018734,Motherwell South - 02,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170071,S01018734,Motherwell South - 02,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170098,S01018734,Motherwell South - 02,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170074,S01018735,Motherwell South - 03,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170129,S01018735,Motherwell South - 03,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170140,S01018735,Motherwell South - 03,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170137,S01018735,Motherwell South - 03,S02003473,Motherwell South,S12000050,North Lanarkshire
S00170213,S01018735,Motherwell South - 03,S02003473,Motherwell South,S12000050,North Lanarkshire
